"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-13","0.00","50","66","37"
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-14","0.00","49","67","37"
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-15","0.00","49","67","36"
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-16","0.00","49","65","37"
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-17","0.00","50","65","38"
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-18","0.00","51","67","38"
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-19","0.00","50","66",
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-20","0.00","51","67",
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-21","0.00","53","69",
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-22","0.00","55","67","41"
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-23",,"47",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-24","0.00","50",,"40"
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-25","0.00","52","64",
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-26","0.15","50","56",
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-27","0.00","50",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-28","0.00","49","65","38"
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-29","0.00","48","65",
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-30","0.00","49","65","35"
"NP000444540","KATHMANDU AIRPORT, NP","2019-01-31","0.00","52","65","38"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-01","0.00","53","67",
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-02","0.00","52","72","39"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-03","0.00","53","71","37"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-04","0.00","54","72","39"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-05","0.00","54","69","41"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-06","0.00","55","71","43"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-07","0.42","50",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-08","0.44","51",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-09","1.11","46",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-10","0.00","50","65",
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-11","0.00","53","70","42"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-12","0.00","54","70","41"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-13","0.00","56","71","42"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-14","0.00","56","67","46"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-15","0.00","56","71","49"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-16","0.20","51","69","40"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-17","0.04","51","67","40"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-18","0.00","54",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-19","0.05","53","67",
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-20","0.00","55","73","41"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-21","0.00","59","77","44"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-22","0.00","60","78",
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-23","0.00","59","78","45"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-24","0.00","60","71","44"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-25","0.00","56","71",
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-26","0.00","56","72","45"
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-27","0.09","51","62",
"NP000444540","KATHMANDU AIRPORT, NP","2019-02-28","1.06","46","62","36"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-01","0.00","51","69",
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-02","0.00","53","68","40"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-03","0.00","55","69","44"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-04","0.00","57","76","43"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-05","0.00","55","74",
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-06","0.00","56","74","42"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-07","0.00","57","74","43"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-08","0.00","56","72","44"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-09","0.00","58","75","44"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-10","0.00","59","77","45"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-11","0.00","60","80","45"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-12","0.00","62","80","45"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-13",,"65",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-14","0.00","65","81",
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-15","0.00","63","81",
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-16","0.00","63","81","46"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-17","0.00","62","81","48"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-18","0.13","58","79",
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-19","0.02","58","76","45"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-20","0.44","59","76","46"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-21","0.02","62","79","45"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-22","0.00","63","82","48"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-23","0.00","64","82",
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-24","0.00","64","82","49"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-25","0.00","62","80","52"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-26","0.55","56","70",
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-27","0.31","60","76","46"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-28","0.00","65","81","48"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-29","0.00","66","77","57"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-30","0.00","64","75","56"
"NP000444540","KATHMANDU AIRPORT, NP","2019-03-31","0.38","64","81",
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-01","0.14","66","82","49"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-02","0.00","65","81","51"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-03","0.00","66","80","52"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-04","0.01","65","79","59"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-05","0.12","65","75",
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-06","0.49","59",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-07","0.17","62","72",
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-08","0.08","66",,"51"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-09","0.26","63","76","56"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-10","0.00","67","79","58"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-11","0.00","68","83","58"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-12","0.00","69","84","59"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-13","0.04","71",,"61"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-14","0.12","68","82",
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-15","0.16","68",,"59"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-16","0.35","69",,"61"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-17","0.26","66","81",
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-18","0.00","67","85","53"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-19","1.02","62","82",
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-20","1.22","65",,"50"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-21","0.00","64","81","54"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-22","0.24","64","81","54"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-23","0.00","67","79","55"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-24","0.13","71","84","57"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-25","0.05","68","83",
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-26","0.34","69","81","58"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-27","0.01","73","86","62"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-28","0.00","75","87","64"
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-29","0.00","74","88",
"NP000444540","KATHMANDU AIRPORT, NP","2019-04-30","0.00","74","87","62"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-01","0.00","74","90",
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-02","0.10","76",,"59"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-03","0.24","66","80",
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-04","0.00","70","81","58"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-05","0.00","72",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-06","0.00","71","87","57"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-07","0.00","73","88","57"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-08","0.00","74","87","59"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-09","0.00","75","88","60"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-10","0.00","76","90","61"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-11","0.00","75","89",
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-12","0.01","70","90",
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-13","0.31","67",,"55"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-14","0.00","70","86","59"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-15","0.04","69","83","56"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-16","0.23","70","83","60"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-17","0.03","73","86","57"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-18","0.00","73","88",
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-19","0.04","73","88","58"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-20","0.00","76","90","61"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-21","0.00","75","91",
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-22","0.00","73","90",
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-23","0.14","74","86","60"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-24","0.00","73",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-25","0.08","73","90",
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-26","0.04","74","88",
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-27","0.00","75","91","62"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-28","0.00","75",,"61"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-29","0.51","71","88",
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-30","0.43","68","86","62"
"NP000444540","KATHMANDU AIRPORT, NP","2019-05-31","0.24","72",,"62"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-01","0.33","70","86",
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-02","0.61","71","86","59"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-03","0.00","71","86","64"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-04","0.00","74",,"62"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-05","0.01","73","87","66"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-06","0.18","73","84","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-07","0.67","74","86","63"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-08","0.00","76","89","64"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-09","0.00","76","89","67"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-10","0.17","74","87","65"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-11","0.00","76",,"65"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-12","0.00","76","87","67"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-13","0.00","78","90","66"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-14","0.00","78","92",
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-15","0.38","78","91","67"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-16","0.00","80","90","67"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-17","0.00","74",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-18","0.57","75","87","64"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-19","0.05","76","88","66"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-20","0.00","76","88","67"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-21","0.00","76",,"68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-22","0.80","71","84",
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-23","0.53","76","85","67"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-24","0.03","78","90","71"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-25","0.00","79","88","70"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-26","0.00","76","86","70"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-27","0.18","76","87","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-28","0.20","77","86","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-29","0.24","76",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-06-30","0.00","76","87",
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-01","1.09","77",,"68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-02","0.06","78","89","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-03","0.00","77","87","70"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-04","0.00","78","87","72"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-05","0.01","77","88",
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-06","0.43","75","89",
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-07","2.59","74","83","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-08","0.09","75","84","70"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-09","0.13","72","78",
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-10","0.90","72",,"69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-11","0.22","71","81",
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-12","4.54","67","69",
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-13","1.57","70","76","65"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-14","0.10","71","81",
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-15","1.08","73","82","66"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-16","0.24","73","85",
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-17","0.00","76","87","67"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-18","2.07","75","85","67"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-19","1.62","75",,"69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-20","1.30","75",,"70"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-21","0.00","76","87","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-22","0.02","76","86","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-23","0.69","75","81","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-24","0.50","71",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-25","0.03","74","83","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-26","0.41","73","83","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-27","0.15","75","84","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-28","0.32","76","87","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-29","0.00","77","88","70"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-30","0.00","75","87","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-07-31","0.00","76",,"69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-01","0.00","75","87","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-02","0.00","76",,"70"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-03","0.15","76","85","70"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-04","0.00","75","81",
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-05","0.82","74","87","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-06","0.04","76","88",
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-07","0.94","76","85","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-08","0.11","76","89","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-09","0.02","75","86","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-10","0.00","77","88",
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-11","0.79","77","89","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-12","0.02","76","91",
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-13","0.64","75","87","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-14","0.03","76","87",
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-15","0.00","75",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-16","1.08","74","85","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-17","0.56","74","87","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-18","0.31","74","88",
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-19","0.06","76","87","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-20","0.13","75","87","70"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-21","0.05","76","89","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-22","0.24","76","87","67"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-23","0.00","75","88",
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-24","0.97","74","86",
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-25","0.35","73","86","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-26","0.17","75","89","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-27","0.17","77","88","67"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-28","0.00","77","89","71"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-29","0.00","76","86","70"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-30","0.00","77",,"69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-08-31","1.45","74","85","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-01","0.71","74","83","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-02","0.48","76","89",
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-03","0.00","74",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-04","0.92","74","83",
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-05","1.73","74","86","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-06","0.86","73","85","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-07","0.33","75","87","67"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-08","0.14","74",,"67"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-09","0.29","76","85","70"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-10","1.26","74","83",
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-11","0.48","75",,"69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-12","0.06","75","87","69"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-13","0.18","73","83",
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-14","0.20","71","78","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-15","0.04","72","81","68"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-16","0.15","72","84","67"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-17","1.00","68","72",
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-18","0.69","66",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-19","0.08","68","76","63"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-20","0.00","71","84",
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-21","0.00","70","85","61"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-22","0.04","71",,"64"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-23","0.00","71","82","65"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-24","0.27","71","81","66"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-25","1.87","69","78","66"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-26","0.35","69","77","64"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-27","0.15","69","76","64"
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-28","0.03","68","76",
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-29","0.03","68",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-09-30","0.02","69","80","63"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-01","0.12","70","80",
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-02","0.00","70","81","63"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-03","0.00","71","83","64"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-04","0.00","71","82","62"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-05","0.00","71","85","63"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-06","0.00","71","84","62"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-07","0.00","71",,"62"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-08","0.00","69","83","62"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-09","0.05","68","81","60"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-10","0.00","68","81","59"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-11","0.00","67","81","57"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-12","0.00","67","82","56"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-13","0.00","68","80","58"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-14","0.00","68","81","57"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-15","0.00","68","81","58"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-16","0.00","69","83","59"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-17","0.06","68","82","58"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-18","0.00","68","79","61"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-19","0.00","69",,"60"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-20","0.00","66","72","61"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-21","0.00","66","78",
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-22","0.00","65","79","55"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-23","0.00","62","71","54"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-24","0.00","63",,"52"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-25","0.00","62","71",
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-26","0.00","63","77",
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-27","0.00","64","79","50"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-28","0.00","63","76",
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-29","0.00","63","77","54"
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-30","0.00","64",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-10-31","0.00","64","78","53"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-01",,"63",,"53"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-02",,"64",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-03",,"65",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-04","0.00","64","78",
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-05",,"63","77",
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-06","0.00","63","75","52"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-07","0.00","65","78","54"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-08","0.00","63",,"53"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-09","0.00","63","78","53"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-10",,"63",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-11","0.00","62","75","52"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-12","0.00","62","76","51"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-13","0.00","63","76","54"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-14","0.00","63","78","51"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-15","0.00","63","78","51"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-16","0.00","62","76","52"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-17","0.00","64",,"53"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-18",,"62",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-19","0.00","62",,"53"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-20",,"61",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-21","0.00","61",,"54"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-22","0.00","60",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-23","0.00","59",,"49"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-24","0.00","60",,"50"
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-25",,"60",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-26",,"60",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-27",,"58",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-28",,"57",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-29",,"57",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-11-30",,"55",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-01",,"54",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-02",,"54",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-03",,"54",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-04",,"54",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-05",,"53",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-06",,"53",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-07",,"53",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-08",,"53",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-09",,"52",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-10","0.00","53","67",
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-11","0.00","54","66","44"
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-12","0.00","53","61","46"
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-13","0.16","50",,"46"
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-14","1.31","53","63","45"
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-15","0.00","51","60",
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-16","0.00","50",,
"NP000444540","KATHMANDU AIRPORT, NP","2019-12-17","0.00","49","63","41"
